,VQT,Conv1D,Gabor1D,MuReNN
0,81.99113305483296,13.242111456057424,17.869009317725837,0.2641947780407189
1,81.99113305483296,13.492791370958086,17.873203381843943,0.38615734843537525
2,81.9911330548329,13.667481707457396,17.875915920941466,0.5711743859968861
3,81.99113305483259,15.572059187727321,17.879105510830858,0.3859706387274563
4,81.99113305483259,13.987917968763156,4.537830446894148,0.6503677055522633
5,81.99113305483314,14.863769868189893,4.540625434511749,0.5400453761823882
6,81.99113305483296,14.093899719882412,17.85844769062155,0.25496068202220895
7,81.99113305483296,14.098300246240719,17.83962044928532,0.5186267119716715
8,81.991133054833,14.525722336632741,17.87327864816747,0.27846120145140174
9,81.99113305483306,13.696126346475756,17.877168555348984,0.2460157567157577
10,81.991133054833,13.167334638252179,17.846306604387475,0.5909829589122992
11,81.9911330548328,14.997120644623,17.835833218140223,0.24500715837379727
12,81.9911330548329,14.31667453626367,17.858983734833483,0.2265924051628855
13,81.99113305483306,14.430980965147402,17.85657735870294,0.3879481943424514
14,81.99113305483306,14.558748272723962,17.85055140078897,0.4315700704123775
15,81.991133054833,15.599563513815854,4.5600223488154485,0.4872497946034368
16,81.99113305483282,14.976588450982652,4.545014336665685,0.5437571371819271
17,81.99113305483303,15.13403332457227,4.560677332080626,0.6044098524989336
18,81.9911330548329,14.616948033176692,4.557926275994769,0.7011974849240122
19,81.9911330548328,15.22571759419687,4.554954882616681,0.7837694001875984
20,55.28014940805997,14.591732679356374,4.4913804048478685,0.8524065714125627
21,55.280149408060595,13.829089801043411,4.5486671148953235,0.9761154713136664
22,55.28014940806018,13.07320545167856,4.493207546910478,1.2819437414612684
23,55.28014940806018,13.706673702025746,4.5062676642700765,1.271253814005057
24,37.53821483257737,13.159675219580212,4.450595171383465,2.099960473670858
25,37.53821483257723,13.200730090365496,1.9906607060375874,1.4799468017245676
26,37.53821483257723,12.804922719242127,4.450400326884149,1.6878952188166394
27,37.53821483257713,13.157593343201105,2.0001681488289043,1.8797884850667799
28,27.98836092966232,12.125856479528222,2.007869338030734,2.1482829520973477
29,27.98836092966232,12.502411980973998,2.006612014754153,2.4896469230436646
30,27.988360929662257,13.29083122678523,2.0046633964404066,2.715605625528882
31,21.250332835748043,12.690370710536662,2.008165081686997,3.0190475502924876
32,21.250332835747873,12.175912249491073,1.9960560681218962,3.2415532366683446
33,21.250332835747916,11.638950837361428,2.031029655694813,3.747696136091808
34,16.894837798563028,10.972306794369718,2.028374099114782,3.998656514397374
35,16.89483779856313,11.24209561401245,1.1511093512351218,4.767145441114295
36,13.629828573059246,11.524309034209876,1.1514144044293138,5.452169852045623
37,13.629828573059205,11.736775192148594,1.1511529909537528,5.926359455442822
38,11.300328472072463,12.491369561158349,1.15575372330137,6.312236375374721
39,11.300328472072463,10.309781776062243,1.1585099209757483,7.2246818447556524
40,9.474080944652,9.857460774729361,0.7443226979523033,7.828538886613913
41,8.0876034031758,8.551482078693985,1.1570114364303303,9.101848005415148
42,8.087603403175674,11.856436647771888,1.1562743812344092,9.978786780278657
43,6.963848402861678,13.712270430370552,1.1565895288530088,11.187551667255665
44,6.073428217714556,7.9355223843501275,0.7451741730454662,11.63627824979697
45,5.333105284980521,8.990024621296936,0.7447491755394152,14.244111388773895
46,4.727878769762021,6.707224821541801,0.7425458281286959,14.748713877883056
47,4.7278787697615465,6.506056658064643,0.5074372463340399,15.983781394959992
48,4.214481211167204,5.838574066337286,0.739244046900715,17.020841601417043
49,3.784640248664335,10.516325935337349,0.4867822555102268,21.131702073136267
50,3.097933521506649,11.575438669065237,0.4882675489869058,24.12476288152175
51,2.821740804684907,10.989654852901902,0.5026130162023318,27.765579538911535
52,2.5825018583205432,5.210470598740763,0.5134287649789929,30.973726358421988
53,2.371157167161775,11.105099090825366,0.36805728538677734,30.447280380738423
54,2.0204619242163906,12.35909635034623,0.3683769148256037,35.91677392294624
55,1.8739212942109087,5.584215812125911,0.37430207498417895,41.622147478603594
56,1.6243418831997392,9.324369279347673,0.3745585884911366,39.8215941377991
57,1.5176566618918477,6.860486826658622,0.37519426301830944,46.907417683319956
58,1.333896735403676,9.327334927275244,0.37442098062240997,45.3896803469642
59,1.1815962306528438,9.001014254947002,0.28644111772936776,72.703742119844
60,1.0539637934666795,10.142844386469003,0.28550364916304993,70.04860646618492
61,0.9459463610059543,9.476480297758282,0.2214881278076712,61.07808249308615
62,0.8537213825107899,9.28122548453712,0.21972561025392948,62.420940788483726
63,0.7743540168683778,11.289692653755502,0.22526411010864295,62.695913768085205
64,0.6745774195158364,9.856998689885392,0.22794576858266322,69.96805450119346
65,0.6183870278786129,9.50309960351757,0.18537051438054306,70.00131021607322
66,0.54639067569198,8.016767918587774,0.1553442108596348,70.15959471677293
67,0.4862982864418623,7.911066838276951,0.14643814773739414,73.64429525915831
68,0.43558146738091086,8.056329019776472,0.14575698806684445,75.82071224837064
69,0.3924184664174884,7.643764913196279,0.1457513336300022,72.74327584165397
70,0.3553558518018827,8.442646115099253,0.11676577394034034,81.99010674318087
71,0.31358815592735867,8.025398783992614,0.12138027621776185,82.54990386762273
72,0.27877380904465265,8.68708316562434,0.11930055683341483,65.80998224824378
73,0.24945087330166954,7.925993274777848,0.09947342831736443,89.55382770780439
74,0.2245223608494627,7.749022738598727,0.09737167133804123,89.9275536227288
75,0.19828759954836084,7.478399240936977,0.08417204519686614,95.13727134611558
76,0.17639410209077888,7.008774128726432,0.07179853485890533,96.10180927696643
77,0.15793761096580697,6.566083297214385,0.07122892277947065,96.13605741430185
78,0.14223210310588635,7.595825642659383,0.062459772827759594,133.78271689226028
79,0.12629415946138892,7.30171513390434,0.07152552235371677,75.00813465662259
80,0.11289239949212422,7.076809137076427,0.06237993892615497,84.12870955126368
81,0.09978824788832416,7.159693750334793,0.05452404531692687,97.89447812551298
82,0.0888396657938815,6.837399480246528,0.05447604116549153,91.8197090322782
83,0.07959915007350069,6.536924560797249,0.0429304563154037,99.14006602370976
84,0.07070032032084998,6.318990950163806,0.043145665839329994,61.67832068917729
85,0.06321443793237054,5.780519643837584,0.04273340021637978,114.25478940811091
86,0.056130813172749414,6.0355009223241,0.038204283441105484,115.06956732453322
87,0.05017449511940639,6.313050649028294,0.03472253147769242,114.15124178285106
88,0.04511823509768771,6.313581117883076,0.030896657411176122,112.28151272970165
89,0.039912359902194564,5.920284238337033,0.03101476555631316,81.3860062471455
90,0.035558096978995854,6.355976803303583,0.02566674957540091,101.05374744247959
91,0.03187940067159878,5.581326734483482,0.02585723248686362,82.99582695795344
92,0.028481483060030177,5.845237442300995,0.02351920299814802,58.28153958474106
93,0.025379013240499463,5.845777532411749,0.023478868729292522,77.53746234566935
94,0.1451803742865362,5.927116056064655,0.021667521056179487,94.30869153427898
