,GAM,Conv1D,Gabor1D,MuReNN
0,3.930804858835645,5.099566856871098,1.945096057615549,0.009960519609036302
1,3.5264506977925554,4.652449993665632,2.032834283955371,0.16482002273529966
2,3.1636907364290026,4.470646457613868,1.9022329987428286,0.06232349449148039
3,2.83824649344918,4.714023962299611,1.896092804517441,0.019413222408072056
4,2.546279561909766,5.109393516366667,1.8971454755662966,0.01789981390754862
5,2.284346347343842,5.4739483946393745,1.8950266708825008,0.026099852542828025
6,2.0493574606155396,5.590829523409651,1.0496933954459347,0.03162089428488914
7,1.8385412868985718,4.490197812342258,1.0508225992423863,0.058187446167402596
8,1.6494113013425065,4.302200595682624,1.8943739519033773,0.04915799158796021
9,1.47973674617048,4.554343779956574,1.0477461620742534,0.07840243955112307
10,1.3275163235343554,3.840486529042944,1.0458917117260582,0.13948302541913346
11,1.1909545940063306,3.237606735084795,1.045143927547863,0.10287287090886094
12,1.0684408024728473,3.350707184439201,1.0429736104276528,0.0879085008030448
13,0.9585298817965627,3.3607415599679564,1.0518633557255783,0.056122540242817334
14,0.8599254102738907,2.7428180935924913,1.041741376020748,0.061802639469637426
15,0.7714643219914865,2.665911212582764,1.0420688555892363,0.07008092321774743
16,0.6921031897528209,2.7267421316697735,0.6726394055085839,0.07864196304569863
17,0.6209059188989345,2.489375249421009,0.6587660361593835,0.08677006169039783
18,0.5570327068728643,2.3617232547789264,0.46381936734205315,0.09918785025876191
19,0.4997301383801034,2.1547238967271904,0.6690472863633949,0.10676624421609851
20,0.4483222993406231,2.2730635070949314,0.45217939109373434,0.12337756827433286
21,0.4022028048252417,2.0658735171549525,0.4985649587932437,0.15515574224150647
22,0.36082764698759306,2.054317794047845,0.5009896743073214,0.178864256498766
23,0.3237087787394592,1.7733739192074758,0.4894921471149585,0.23483734479248347
24,0.29040835731298836,1.7836539233171982,0.3766047867411449,0.33361117981821375
25,0.2605335799494076,1.825119888707555,0.3756260679782401,0.20968352661398829
26,0.23373205079665846,1.6264635736975224,0.38171209384813426,0.23305334506682052
27,0.20968762452284614,1.7277720247041128,0.38044841549568614,0.26210334748774916
28,0.18811667729602338,1.5945765877414235,0.29254124207280346,0.2879387714237652
29,0.16876476133677407,1.5013004433052994,0.29239756722729693,0.3257690883584207
30,0.1514036037244414,1.4983129681049012,0.29260034344680275,0.3736109989742012
31,0.13582841383291186,1.4352925704940023,0.2233159299098576,0.4186492501379925
32,0.1218554677696121,1.51837574707299,0.22033433856759668,0.48359604955877544
33,0.10931994128706797,1.5164184843173674,0.1721113018929672,0.5434551620910296
34,0.09807396560997403,1.4312364990494146,0.1725190991174747,0.6931786562617003
35,0.08798488386169567,1.5221481372140218,0.17105548598293624,0.9637650640476857
36,0.07893368300882082,1.4973369908295928,0.13585548939336015,0.6767566812196267
37,0.07081359682574905,1.7086467129437544,0.13809559550214193,0.747074541433447
38,0.06352883963492653,1.7597436935634794,0.13726676070123942,0.8393570737762306
39,0.056993479905632194,2.4030489650863918,0.1139161335973505,0.9382283808466659
40,0.05113042597048473,2.713976563400764,0.11343785809161462,1.051128375764458
41,0.04587051961775379,3.0711117345470442,0.11448222375903237,1.1856837395790218
42,0.041151705606823276,3.1420164981425445,0.09318625591197673,1.3884954748351583
43,0.036918328600731444,3.2719089558002326,0.09334339358084158,1.6680716066743038
44,0.03312044907202022,3.8704069332696767,0.09010094504964508,1.8879086722562448
45,0.029713279545001733,3.590596548401386,0.07590024868979485,1.7716361894630157
46,0.026656586547377126,4.008022151912342,0.0628486076952563,1.9952587868455722
47,0.023914356193265818,3.7313401787847407,0.062208262704652975,2.2176693442243454
48,0.021454229969737136,3.3332414610279564,0.05294093690805535,2.5175465460785498
49,0.019247192828391234,3.6191218229427453,0.04537751197250709,2.834533655456563
50,0.017267208266797292,3.651226123934958,0.045490603526033034,3.4094441312456993
51,0.015490906998307971,3.938498677151603,0.046223281543161486,4.153534190651899
52,0.013897320882808678,3.9692410018757416,0.0366840445044769,5.472094523859329
53,0.012467651676790092,4.170607695778681,0.03309761544280378,4.315779579879195
54,0.011185051385402335,4.696003051213718,0.03303016006137674,4.6958545835639445
55,0.010034405041009534,4.624257889999024,0.030093564926710996,5.395383448425183
56,0.009002136868848131,4.8397258735985345,0.029512609287101955,6.266424802635835
57,0.008076473370917839,4.325111402782873,0.026847734446531688,8.951461564046788
58,0.007245298853842828,4.2743980219772695,0.024021330931292908,7.483749865052143
59,0.006499918240563163,3.829857776543996,0.02200569285571987,8.477301963223608
60,0.0058320227866451866,3.273348373106806,0.020301778401165472,10.942316761937294
61,0.005231398247449968,3.1980807749186773,0.01565641744466117,15.231992352208282
62,0.004693206766205026,3.097348969501764,0.014094889024078364,15.827630412209823
63,0.004210505306377303,3.1113987552979316,0.013915487653746833,22.823106364179974
64,0.0037772659840461117,2.837926874394252,0.01137005002487252,82.6953650923403
65,0.003388820995713424,2.7278907650425066,0.011011989002661381,364.2139838645504
